ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
104915,Fartun Abukar Omar,Female,18.0,170 cm,58 kg,,SOM,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104924,Marine Ghazaryan,Female,19.0,165 cm,56 kg,,ARM,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104917,Rosemar Coelho,Female,27.0,162 cm,56 kg,,BRA,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104917,Rosemar Coelho,Female,27.0,162 cm,56 kg,Brazil,BRA,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",
104917,Rosemar Coelho,Female,31.0,162 cm,56 kg,Brazil,BRA,2008 Summer Olympics,2008,Summer,,Athletics,"4 × 100 metres Relay, Women",Bronze
104918,Mae Koime,Female,21.0,165 cm,63 kg,,PNG,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104918,Mae Koime,Female,25.0,165 cm,63 kg,,PNG,2008 Summer Olympics,2008,Summer,,Athletics,"100 metres, Women",
104920,Alaa Jassim,Female,19.0,167 cm,65 kg,,IRQ,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104919,Hawanatu Bangura,Female,16.0,142 cm,52 kg,,SLE,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104916,Kim Gevaert,Female,26.0,170 cm,60 kg,,BEL,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104916,Kim Gevaert,Female,26.0,170 cm,60 kg,,BEL,2004 Summer Olympics,2004,Summer,,Athletics,"200 metres, Women",
104916,Kim Gevaert,Female,26.0,170 cm,60 kg,Belgium,BEL,2004 Summer Olympics,2004,Summer,,Athletics,"4 × 100 metres Relay, Women",
104916,Kim Gevaert,Female,30.0,170 cm,60 kg,,BEL,2008 Summer Olympics,2008,Summer,,Athletics,"100 metres, Women",
104916,Kim Gevaert,Female,30.0,170 cm,60 kg,,BEL,2008 Summer Olympics,2008,Summer,,Athletics,"200 metres, Women",
104916,Kim Gevaert,Female,30.0,170 cm,60 kg,Belgium,BEL,2008 Summer Olympics,2008,Summer,,Athletics,"4 × 100 metres Relay, Women",Gold
104922,Abi Oyepitan,Female,25.0,165 cm,55 kg,,GBR,2004 Summer Olympics,2004,Summer,,Athletics,"100 metres, Women",
104922,Abi Oyepitan,Female,25.0,165 cm,55 kg,,GBR,2004 Summer Olympics,2004,Summer,,Athletics,"200 metres, Women",
104922,Abi Oyepitan,Female,33.0,165 cm,55 kg,,GBR,2012 Summer Olympics,2012,Summer,,Athletics,"100 metres, Women",
104922,Abi Oyepitan,Female,33.0,165 cm,55 kg,,GBR,2012 Summer Olympics,2012,Summer,,Athletics,"200 metres, Women",
